workerid,proliferate.condition,condition,item_id,matrix_subject,response,rt,scale,slide_number_in_experiment,speakerGender,speakerName,statement,trigger,trigger_class,utterance,error
278,main,lb,6,Rachel,0.01,44234,some,5,M,George,Jackson drank at least some of the sodas,say,C,Did Rachel say that Jackson drank some of the sodas?,NA
278,main,NA,control6,NA,0,15502,NA,6,F,Elizabeth,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
278,main,NA,control4,NA,0.02,10473,NA,7,M,Kenneth,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
278,main,lb,5,Barbara,0.02,27142,some,8,F,Nancy,Frank graded at least some of the math problems,prove,C,Did Barbara prove that Frank graded some of the math problems?,NA
278,main,ub,10,Tina,0.01,19880,or,9,F,Donna,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",inform_Sam,C,Did Tina inform Sam that Jayden solved the crossword or the Rubik's cube?,NA
278,main,lb,8,Brian,0.01,17917,or,10,F,Sandra,Emily failed math or science or both,suggest,C,Did Brian suggest that Emily failed math or science?,NA
278,main,ub,4,Janice,0.02,16200,some,11,M,Richard,"Danny solved some of the puzzles, and he did not solve all of them",acknowledge,C,Did Janice acknowledge that Danny solved some of the puzzles?,NA
278,main,lb,11,Amanda,0.01,14560,or,12,M,Steven,Tony graded the midterm or the final or both,confirm,C,Did Amanda confirm that Tony graded the midterm or the final?,NA
278,main,NA,control1,NA,0.01,15462,NA,13,F,Betty,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
278,main,ub,2,Scott,0.02,26108,some,14,F,Jennifer,"Josie failed some of the courses, and she did not fail all of them",hear,C,Did Scott hear that Josie failed some of the courses?,NA
278,main,ub,7,Kevin,0.01,15400,or,15,M,Christopher,"Isabella ate cake or pie, and she did not eat both",discover,NonProj,Did Kevin discover that Isabella ate cake or pie?,NA
278,main,NA,control2,NA,0.03,14853,NA,16,F,Sarah,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
278,main,NA,control5,NA,0.03,17196,NA,17,M,David,Madison had a baby,control,control,Did Madison have a baby?,NA
278,main,ub,9,Andrew,0.03,16621,or,18,F,Dorothy,"Grace stole a laptop or a calculator, and she did not steal both",know,NonProj,Does Andrew know that Grace stole a laptop or a calculator?,NA
278,main,lb,12,Melissa,0.01,14786,or,19,M,Robert,Josh drank coffee or tea or both,establish,NonProj,Did Melissa establish that Josh drank coffee or tea?,NA
278,main,NA,control3,NA,0.03,20447,NA,20,F,Carol,Todd played football in high school,control,control,Did Todd play football in high school?,NA
278,main,ub,1,Patrick,0.04,15855,some,21,F,Karen,"Mary ate some of the cupcakes, and she did not eat all of them",think,NonProj,Does Patrick think that Mary ate some of the cupcakes?,NA
162,main,NA,control5,NA,0.08,15426,NA,4,M,William,Madison had a baby,control,control,Did Madison have a baby?,NA
162,main,lb,5,Barbara,0.22,23771,some,5,M,Mark,Frank graded at least some of the math problems,discover,NonProj,Did Barbara discover that Frank graded some of the math problems?,NA
162,main,ub,2,Scott,0.38,7772,some,6,F,Karen,"Josie failed some of the courses, and she did not fail all of them",suggest,C,Did Scott suggest that Josie failed some of the courses?,NA
162,main,ub,8,Brian,0.25,67201,or,7,F,Sarah,"Emily failed math or science, and she did not fail both",confirm,C,Did Brian confirm that Emily failed math or science?,NA
162,main,NA,control2,NA,0.3,10380,NA,8,M,Matthew,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
162,main,NA,control3,NA,0.21,4339,NA,9,M,Christopher,Todd played football in high school,control,control,Did Todd play football in high school?,NA
162,main,lb,11,Amanda,0.23,3654,or,10,F,Helen,Tony graded the midterm or the final or both,acknowledge,C,Did Amanda acknowledge that Tony graded the midterm or the final?,NA
162,main,ub,7,Kevin,0.18,15656,or,11,M,Paul,"Isabella ate cake or pie, and she did not eat both",know,NonProj,Does Kevin know that Isabella ate cake or pie?,NA
162,main,lb,9,Andrew,0.23,3321,or,12,F,Elizabeth,Grace stole a laptop or a calculator or both,prove,C,Did Andrew prove that Grace stole a laptop or a calculator?,NA
162,main,ub,10,Tina,0.35,9646,or,13,F,Betty,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",establish,NonProj,Did Tina establish that Jayden solved the crossword or the Rubik's cube?,NA
162,main,lb,12,Melissa,0.18,20348,or,14,M,James,Josh drank coffee or tea or both,reveal,NonProj,Did Melissa reveal that Josh drank coffee or tea?,NA
162,main,lb,6,Rachel,0.22,20447,some,15,M,Kenneth,Jackson drank at least some of the sodas,inform_Sam,C,Did Rachel inform Sam that Jackson drank some of the sodas?,NA
162,main,ub,4,Janice,0.2,22891,some,16,F,Carol,"Danny solved some of the puzzles, and he did not solve all of them",hear,C,Did Janice hear that Danny solved some of the puzzles?,NA
162,main,ub,1,Patrick,0.19,2371,some,17,F,Margaret,"Mary ate some of the cupcakes, and she did not eat all of them",think,NonProj,Does Patrick think that Mary ate some of the cupcakes?,NA
162,main,NA,control4,NA,0.22,3485,NA,18,F,Susan,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
162,main,NA,control1,NA,0.2,19306,NA,19,M,George,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
162,main,lb,3,Justin,0.21,14610,some,20,F,Lisa,Emma stole at least some of the office supplies,say,C,Did Justin say that Emma stole some of the office supplies?,NA
162,main,NA,control6,NA,0.12,4652,NA,21,F,Sandra,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
240,main,lb,8,Brian,0.8,15965,or,4,F,Carol,Emily failed math or science or both,acknowledge,C,Did Brian acknowledge that Emily failed math or science?,NA
240,main,lb,2,Scott,0.92,9351,some,5,F,Michelle,Josie failed at least some of the courses,know,NonProj,Does Scott know that Josie failed some of the courses?,NA
240,main,lb,7,Kevin,0.16,5316,or,6,M,David,Isabella ate cake or pie or both,say,C,Did Kevin say that Isabella ate cake or pie?,NA
240,main,lb,4,Janice,0.56,11383,some,7,M,Mark,Danny solved at least some of the puzzles,suggest,C,Did Janice suggest that Danny solved some of the puzzles?,NA
240,main,ub,6,Rachel,0.69,14867,some,8,M,Christopher,"Jackson drank some of the sodas, and he did not drink all of them",confirm,C,Did Rachel confirm that Jackson drank some of the sodas?,NA
240,main,NA,control4,NA,0.2,5500,NA,9,F,Karen,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
240,main,ub,12,Melissa,0.4,12949,or,10,F,Susan,"Josh drank coffee or tea, and he did not drink both",establish,NonProj,Did Melissa establish that Josh drank coffee or tea?,NA
240,main,NA,control5,NA,0.21,5966,NA,11,M,Paul,Madison had a baby,control,control,Did Madison have a baby?,NA
240,main,NA,control3,NA,0.2,3616,NA,12,F,Jennifer,Todd played football in high school,control,control,Did Todd play football in high school?,NA
240,main,ub,1,Patrick,0.56,8133,some,13,M,James,"Mary ate some of the cupcakes, and she did not eat all of them",hear,C,Did Patrick hear that Mary ate some of the cupcakes?,NA
240,main,lb,3,Justin,0.76,6518,some,14,F,Helen,Emma stole at least some of the office supplies,reveal,NonProj,Did Justin reveal that Emma stole some of the office supplies?,NA
240,main,NA,control6,NA,0.17,5616,NA,15,F,Jessica,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
240,main,NA,control1,NA,0.1,6483,NA,16,F,Dorothy,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
240,main,lb,11,Amanda,0.37,14364,or,17,M,George,Tony graded the midterm or the final or both,discover,NonProj,Did Amanda discover that Tony graded the midterm or the final?,NA
240,main,ub,9,Andrew,0.59,10933,or,18,F,Betty,"Grace stole a laptop or a calculator, and she did not steal both",think,NonProj,Does Andrew think that Grace stole a laptop or a calculator?,NA
240,main,ub,5,Barbara,0.79,17434,some,19,M,Robert,"Frank graded some of the math problems, and he did not grade all of them",inform_Sam,C,Did Barbara inform Sam that Frank graded some of the math problems?,NA
240,main,NA,control2,NA,0.12,5700,NA,20,F,Sandra,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
240,main,ub,10,Tina,0.68,20968,or,21,M,Matthew,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",prove,C,Did Tina prove that Jayden solved the crossword or the Rubik's cube?,NA
341,main,NA,control3,NA,0,7597,NA,4,M,Mark,Todd played football in high school,control,control,Did Todd play football in high school?,NA
341,main,lb,11,Amanda,0,14973,or,5,F,Helen,Tony graded the midterm or the final or both,establish,NonProj,Did Amanda establish that Tony graded the midterm or the final?,NA
341,main,NA,control6,NA,0,5280,NA,6,F,Ashley,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
341,main,lb,10,Tina,0,11012,or,7,M,Steven,Jayden solved the crossword or the Rubik's cube or both,prove,C,Did Tina prove that Jayden solved the crossword or the Rubik's cube?,NA
341,main,lb,3,Justin,0,8645,some,8,F,Nancy,Emma stole at least some of the office supplies,discover,NonProj,Did Justin discover that Emma stole some of the office supplies?,NA
341,main,NA,control5,NA,0,4095,NA,9,F,Sarah,Madison had a baby,control,control,Did Madison have a baby?,NA
341,main,lb,5,Barbara,0,9578,some,10,F,Kimberly,Frank graded at least some of the math problems,suggest,C,Did Barbara suggest that Frank graded some of the math problems?,NA
341,main,ub,9,Andrew,0,9489,or,11,M,William,"Grace stole a laptop or a calculator, and she did not steal both",acknowledge,C,Did Andrew acknowledge that Grace stole a laptop or a calculator?,NA
341,main,lb,8,Brian,0,6796,or,12,F,Dorothy,Emily failed math or science or both,reveal,NonProj,Did Brian reveal that Emily failed math or science?,NA
341,main,ub,7,Kevin,0,15545,or,13,F,Susan,"Isabella ate cake or pie, and she did not eat both",know,NonProj,Does Kevin know that Isabella ate cake or pie?,NA
341,main,lb,1,Patrick,0.08,8625,some,14,F,Karen,Mary ate at least some of the cupcakes,confirm,C,Did Patrick confirm that Mary ate some of the cupcakes?,NA
341,main,ub,2,Scott,0.75,15489,some,15,F,Linda,"Josie failed some of the courses, and she did not fail all of them",hear,C,Did Scott hear that Josie failed some of the courses?,NA
341,main,NA,control2,NA,0,4327,NA,16,M,Richard,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
341,main,NA,control4,NA,0,3710,NA,17,M,Robert,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
341,main,NA,control1,NA,0,4313,NA,18,M,James,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
341,main,ub,4,Janice,0,10739,some,19,F,Lisa,"Danny solved some of the puzzles, and he did not solve all of them",say,C,Did Janice say that Danny solved some of the puzzles?,NA
341,main,ub,6,Rachel,0,6511,some,20,F,Elizabeth,"Jackson drank some of the sodas, and he did not drink all of them",think,NonProj,Does Rachel think that Jackson drank some of the sodas?,NA
341,main,ub,12,Melissa,0.06,11677,or,21,M,Thomas,"Josh drank coffee or tea, and he did not drink both",inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,NA
246,main,lb,2,Scott,0.1,12965,some,4,F,Susan,Josie failed at least some of the courses,hear,C,Did Scott hear that Josie failed some of the courses?,NA
246,main,NA,control3,NA,0.07,6257,NA,5,M,Kenneth,Todd played football in high school,control,control,Did Todd play football in high school?,NA
246,main,NA,control1,NA,0.8,7993,NA,6,F,Ashley,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
246,main,ub,6,Rachel,0.06,19175,some,7,F,Jessica,"Jackson drank some of the sodas, and he did not drink all of them",establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,NA
246,main,NA,control2,NA,0.18,12438,NA,8,M,David,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
246,main,ub,12,Melissa,0.84,5210,or,9,M,Mark,"Josh drank coffee or tea, and he did not drink both",prove,C,Did Melissa prove that Josh drank coffee or tea?,NA
246,main,ub,4,Janice,0.5,1708,some,10,M,Richard,"Danny solved some of the puzzles, and he did not solve all of them",inform_Sam,C,Did Janice inform Sam that Danny solved some of the puzzles?,NA
246,main,ub,1,Patrick,0.76,58295,some,11,M,Steven,"Mary ate some of the cupcakes, and she did not eat all of them",say,C,Did Patrick say that Mary ate some of the cupcakes?,NA
246,main,ub,8,Brian,0.7,2932,or,12,F,Sandra,"Emily failed math or science, and she did not fail both",discover,NonProj,Did Brian discover that Emily failed math or science?,NA
246,main,ub,11,Amanda,0.28,977,or,13,F,Donna,"Tony graded the midterm or the final, and he did not grade both",think,NonProj,Does Amanda think that Tony graded the midterm or the final?,NA
246,main,NA,control4,NA,0.97,12919,NA,14,F,Margaret,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
246,main,lb,9,Andrew,0.63,125154,or,15,M,Paul,Grace stole a laptop or a calculator or both,know,NonProj,Does Andrew know that Grace stole a laptop or a calculator?,NA
246,main,lb,7,Kevin,0.44,1514,or,16,F,Sarah,Isabella ate cake or pie or both,confirm,C,Did Kevin confirm that Isabella ate cake or pie?,NA
246,main,NA,control6,NA,0.74,2069,NA,17,M,Matthew,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
246,main,lb,3,Justin,0.39,4031,some,18,F,Dorothy,Emma stole at least some of the office supplies,acknowledge,C,Did Justin acknowledge that Emma stole some of the office supplies?,NA
246,main,lb,10,Tina,0.66,1647,or,19,F,Elizabeth,Jayden solved the crossword or the Rubik's cube or both,reveal,NonProj,Did Tina reveal that Jayden solved the crossword or the Rubik's cube?,NA
246,main,NA,control5,NA,0.54,1395,NA,20,M,Thomas,Madison had a baby,control,control,Did Madison have a baby?,NA
246,main,lb,5,Barbara,0.71,1230,some,21,M,Robert,Frank graded at least some of the math problems,suggest,C,Did Barbara suggest that Frank graded some of the math problems?,NA
355,main,NA,control6,NA,0.24,40932,NA,4,F,Carol,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
355,main,lb,2,Scott,0.18,25903,some,5,F,Helen,Josie failed at least some of the courses,think,NonProj,Does Scott think that Josie failed some of the courses?,NA
355,main,NA,control2,NA,0.05,24908,NA,6,M,Christopher,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
355,main,NA,control1,NA,0.12,25141,NA,7,F,Elizabeth,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
355,main,ub,4,Janice,0.67,31294,some,8,F,Lisa,"Danny solved some of the puzzles, and he did not solve all of them",confirm,C,Did Janice confirm that Danny solved some of the puzzles?,NA
355,main,lb,7,Kevin,0.7,28411,or,9,M,James,Isabella ate cake or pie or both,establish,NonProj,Did Kevin establish that Isabella ate cake or pie?,NA
355,main,ub,3,Justin,0.67,35141,some,10,M,Kenneth,"Emma stole some of the office supplies, and she did not take all of them",reveal,NonProj,Did Justin reveal that Emma stole some of the office supplies?,NA
355,main,lb,5,Barbara,0.73,31172,some,11,F,Dorothy,Frank graded at least some of the math problems,acknowledge,C,Did Barbara acknowledge that Frank graded some of the math problems?,NA
355,main,ub,8,Brian,0.29,32607,or,12,F,Nancy,"Emily failed math or science, and she did not fail both",know,NonProj,Does Brian know that Emily failed math or science?,NA
355,main,NA,control4,NA,0.06,24498,NA,13,M,Paul,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
355,main,NA,control3,NA,0.13,28552,NA,14,F,Ashley,Todd played football in high school,control,control,Did Todd play football in high school?,NA
355,main,ub,6,Rachel,0.65,37544,some,15,F,Susan,"Jackson drank some of the sodas, and he did not drink all of them",inform_Sam,C,Did Rachel inform Sam that Jackson drank some of the sodas?,NA
355,main,NA,control5,NA,0.08,47722,NA,16,M,Richard,Madison had a baby,control,control,Did Madison have a baby?,NA
355,main,ub,12,Melissa,0.3,62197,or,17,M,Thomas,"Josh drank coffee or tea, and he did not drink both",discover,NonProj,Did Melissa discover that Josh drank coffee or tea?,NA
